// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
47;17;
180;161;0;0;0;0;2023;8;24;61;14;4;24;-100;1034;0;SS_WARE_ORE;
180;162;0;0;0;1;2033;12;96;54;8;4;96;-100;0;0;SS_WARE_SILICON;
180;164;0;0;0;2;5323;4;1536;50;30;4;1536;-100;1032;0;SS_WARE_NIVIDIUM2;
180;161;0;0;0;3;15253;8;24;61;14;4;24;-100;1126;0;SS_WARE_ICE;
180;1;0;0;0;4;8301;2;1495;50;30;0;1495;-100;1034;0;SS_WARE_RED_MINERAL;
180;0;0;0;0;5;8303;3;3294;50;30;0;3294;-100;1034;0;SS_WARE_ORANGE_MINERAL;
180;0;0;0;0;6;8305;4;9111;50;30;1;9111;-100;1034;0;SS_WARE_PURPLE_MINERAL;
180;0;0;0;0;7;8307;8;24076;50;30;1;24076;-100;1034;0;SS_WARE_BLUE_MINERAL;
180;0;0;0;0;8;8309;9;81509;50;30;2;81509;-100;1034;0;SS_WARE_GREEN_MINERAL;
180;0;0;0;0;9;8311;11;225382;50;30;2;225382;-100;1034;0;SS_WARE_SILVER_MINERAL;
180;0;0;0;0;10;8313;11;353492;50;30;2;353492;-100;1034;0;SS_WARE_GOLD_MINERAL;
180;0;0;0;0;11;8315;12;762999;50;30;2;762999;-100;1034;0;SS_WARE_WHITE_MINERAL;
180;0;0;0;0;12;5603;2;2801;50;30;1;2801;-100;1034;0;SS_WARE_RED_CRYSTAL;
180;0;0;0;0;13;5633;2;10095;50;30;1;10095;-100;1034;0;SS_WARE_YELLOW_CRYSTAL;
180;0;0;0;0;14;5613;2;46786;50;30;1;46786;-100;1034;0;SS_WARE_BLUE_CRYSTAL;
180;0;0;0;0;15;5623;2;222634;50;30;1;222634;-100;1034;0;SS_WARE_GREEN_CRYSTAL;
180;0;0;0;0;16;5653;2;1133613;50;30;1;1133613;-100;1034;0;SS_WARE_BLACK_CRYSTAL;
